city,name,latitude,longitude
Indianapolis,Massachusetts Avenue Commercial District,39.7759241,-86.1478956
Indianapolis,Steinmeier Village,39.8813134,-86.0774517
Indianapolis,Brendonshire,39.8512987,-86.063282
Indianapolis,Brendon Park,39.8476986,-86.0562578
Indianapolis,Brendonridge,39.8513506,-86.0713369
San Francisco,Medex Subdivision,14.0548689,121.3364926
San Francisco,San Francisco,19.4143253,-100.1237912
San Francisco,Parkmerced,37.7171533,-122.478357
San Francisco,Green Valley Village,8.487789,125.9746343
San Francisco,Tropical Heights Subdivision,8.4626548,125.9674524
San Francisco,San Pablo,2.5723883,-77.8852972
San Francisco,Obarrio,8.9862965,-79.5180655
San Francisco,Western Addition,37.7796926,-122.4343708
San Francisco,San Francisco,9.338171,-75.3040339
San Francisco,SAFRAGEMC Village,8.4878584,125.9664791
San Francisco,Tres Fronteras,-25.5912307,-54.6050733
San Francisco,Tres Fronteras,-25.5912307,-54.6050733
San Francisco,Santa Rosa,-25.5746057,-54.6095884
San Francisco,San Francisco,-25.5895029,-54.5993663
San Francisco,San Roque,-25.5675842,-54.5999863
San Francisco,Little Saigon,37.7837764,-122.4175877
San Francisco,Lower Haight,37.7730478,-122.4306584
San Francisco,San Francisco,-2.8983957,-79.0066798
San Francisco,Mercado 10 de agosto,-2.8997977,-79.0063582
San Francisco,JEP de la Sucre,-2.8971729,-79.006946
San Francisco,San Francisco,28.4783833,-81.4695673
San Francisco,Wizarding World - Diagon Alley,28.4798628,-81.4697975
San Francisco,Florida,-6.3621262,106.9659041
San Francisco,San Francisco,-6.3590833,106.9657525
San Francisco,Orlando,-6.3564109,106.9666481
San Francisco,San Francisco,4.4455698,-75.1888191
San Francisco,El Pedregal IV,4.4446782,-75.1869092
San Francisco,Crystal Aire Village,14.3081458,120.9172863
San Francisco,Country Meadow,14.3060988,120.9200631
San Francisco,Tropical Village Pabahay 2000,14.303152,120.9195835
San Francisco,Camella Homes Tierra Nevada,14.3181515,120.9229558
San Francisco,Le Rica Homes,14.3194435,120.9163403
San Francisco,Sunny Brooke 1,14.3153609,120.9123505
San Francisco,San Francisco,36.7285211,-4.3681671
San Francisco,San Francisco,-25.3949357,-57.5725295
San Francisco,Sunny Brooke 2,14.3124579,120.9177299
San Francisco,Chinatown,37.794088,-122.407167
San Francisco,Brentwood,14.3443191,120.9212854
San Francisco,Bella Vista Homes,14.3344966,120.9166083
San Francisco,Farconville,14.0567252,121.3279653
San Francisco,Twin Peaks,37.75246,-122.4475858
San Francisco,Green Valley,14.0615297,121.3343019
San Francisco,Barrio Santa Rosa,-26.6161698,-54.1118689
Columbus,Sawyer Manor,39.9766143,-82.9776359
Columbus,Victorian Village,39.9805167,-83.0087519
Columbus,Strawberry Farms,40.0753216,-82.9146478
Columbus,Woods at Josephinum,40.1186363,-83.0238199
Columbus,Crosswoods,40.1167262,-83.0099832
Columbus,Coppertree,40.1313892,-83.0864696
Columbus,Summit View Forest,40.1311744,-83.0790027
Columbus,Martin Luther King JR Boulevard / Havenbrook Court,32.4618797,-84.9702355
Columbus,Beechview,40.08697,-83.0475895
Columbus,Chaseland,40.0739636,-82.9933405
Columbus,Worthingview,40.1076025,-83.0467969
Columbus,Woodland Park Addition,39.9699711,-82.9594023
Columbus,Old Oaks Historic District,39.9513335,-82.9674687
Columbus,Brittany Hills,40.0069431,-82.9418905
Columbus,Kendale,40.0444556,-83.0458879
Columbus,Eastwood Heights,39.9681109,-82.9634772
Columbus,Hungarian Village,39.9281221,-82.9899457
Columbus,Northwood Park,40.0090232,-83.0063849
Columbus,Harrison West,39.9806775,-83.0181597
Columbus,Glen Echo,40.017064,-82.9993577
Columbus,Driving Park,39.9478095,-82.9538775
Columbus,Park Street District,39.9728818,-83.0064488
Columbus,Unknown,39.9633259,-83.0043609
Columbus,Livingston Park,39.9521076,-82.9835969
Columbus,Schumacher Place,39.9483098,-82.9862138
Columbus,Brewery District,39.9463212,-83.0007756
Columbus,German Village,39.9458811,-82.9925654
Columbus,Merion Village,39.9364829,-82.9906381
Columbus,Thurman Square,39.9395436,-82.9736715
Columbus,Southern Orchards,39.9477975,-82.9743731
Columbus,Reeb-Hosack,39.9238259,-82.9899784
Columbus,Millbrook,39.9284322,-82.951448
Columbus,Vassor Village,39.9312288,-82.9777156
Columbus,Innis Gardens,39.9283586,-82.960143
Columbus,Edgewood Acres,39.9366199,-82.9676658
Columbus,Deshler Park,39.9372136,-82.9527122
Columbus,Unknown,40.1253292,-82.993234
Columbus,Unknown,40.1209607,-82.9983409
Columbus,Unknown,40.1244467,-82.9995282
Columbus,Unknown,40.1204425,-82.983673
Columbus,Unknown,40.1236222,-82.9873377
Columbus,Unknown,40.1304653,-82.9965573
Columbus,Unknown,40.1340813,-82.9930968
Columbus,Unknown,40.1293649,-83.0023413
Columbus,Unknown,40.1337819,-83.0034739
Columbus,Unknown,40.1347909,-82.9988793
Columbus,Unknown,40.1223546,-82.9923318
Columbus,The Ravines at Deer Creek,40.1206401,-82.9758954
Columbus,Deer Creek,40.1235135,-82.9757049
Columbus,Unknown,40.0636542,-83.0242576
Columbus,Northwold,40.0679316,-83.0250722
Columbus,Homedale Addition,40.0698394,-83.025654
Columbus,South Beechwold,40.0569505,-83.0242448
Columbus,Unknown,40.060109,-83.0097921
Columbus,Unknown,40.0566612,-83.0097413
Columbus,Unknown,40.0709779,-83.0028924
Columbus,Unknown,40.1270314,-82.9819277
Columbus,Unknown,40.1296764,-82.9822308
Columbus,Unknown,40.1299532,-82.9772339
Columbus,The Village At Deer Creek,40.1242622,-82.9737121
Columbus,Unknown,40.1346674,-83.0089966
Columbus,Unknown,40.1488964,-83.0021775
Columbus,Unknown,40.1406193,-83.0032248
Columbus,Unknown,40.1387648,-83.0078567
Columbus,Unknown,40.1309612,-83.0117933
Columbus,Unknown,40.1249434,-83.0083338
Columbus,Unknown,40.1286207,-83.007049
Columbus,Edgewood,39.9287913,-82.9682702
Columbus,Clinton Estates,40.0541694,-82.9823032
Columbus,Maize-Morse,40.0546499,-82.992554
Columbus,Island View,40.071018,-83.0266091
Columbus,Eastmoor,39.9650607,-82.9199439
Columbus,Mayfair,39.9646512,-82.9094272
Columbus,East Hampton,39.9511931,-82.9056153
Columbus,Berwick,39.9401755,-82.9289395
Columbus,Tuttle Park,40.0121448,-83.015272
Columbus,SoHud,40.0104769,-82.9993952
Columbus,Indianola Forest,40.0041875,-83.0060538
Columbus,Iuka Ravine,40.0055026,-83.000636
Columbus,Indianola Terrace,40.0007091,-83.0019137
Columbus,Peach District,39.9928755,-83.0104165
Columbus,NECKO,39.9914061,-83.0171064
Columbus,Dennison Place,39.988862,-83.0121716
Columbus,Weinland Park,39.9912116,-83.00085
Columbus,Italian Village,39.980707,-82.999297
Columbus,Fifth by Northwest,39.9913221,-83.0392753
Columbus,The Courtyards on Riverside,40.0809797,-83.1071929
Columbus,Ravello,40.0789679,-83.1068829
Columbus,Fox Chapel,32.5368044,-84.9640108
Columbus,Walnut Woods,40.111046,-82.852898
Columbus,Project QT,40.0013846,-83.0860534
Columbus,Peppertree,32.5519051,-84.9593112
Columbus,Thornhill,32.557602,-84.9594029
Columbus,Clintonville,40.047513,-83.015876
Columbus,North Linden,40.0321603,-82.9756934
Columbus,East Linden,40.0202665,-82.9601817
Columbus,South Linden,40.0027935,-82.978793
Columbus,Eastland,39.9199663,-82.8755329
Columbus,Hilltop,39.9404008,-83.080021
Columbus,Franklinton,39.954373,-83.0267266
Columbus,Old North Columbus,40.0125929,-83.0089652
Columbus,Coliseum District,39.9983051,-82.9932701
Columbus,Ohio District,39.9957141,-82.9920829
Columbus,Natural Resources Park District,39.995288,-82.9884128
Columbus,Buckeye District,39.9986471,-82.9890004
Columbus,Central Park District,39.9975316,-82.991924
Columbus,Cardinal District,40.0023936,-82.9912813
Columbus,Forest Park,40.0735595,-82.9741035
Columbus,Lincoln Village,39.9520218,-83.1328127
Columbus,Engineering Core,40.0023763,-83.0135902
Columbus,West Campus,40.0084211,-83.035323
Columbus,Easton,40.0496784,-82.9160419
Columbus,Hamilton Avenue Street Park,39.9658907,-82.9814593
Columbus,Old Beechwold Historic District,40.0607021,-83.023821
Columbus,Sharon Heights,40.0735522,-83.0095412
Columbus,Olentangy Meadows,40.1435585,-83.0117056
Fort Worth,Fairmount,32.7243409,-97.3376652
Fort Worth,Downtown Fort Worth,32.753997,-97.3304683
Fort Worth,Como,32.7212491,-97.4034126
Charlotte,Plaza Hills,35.2346577,-80.7986335
Charlotte,Yorkshire,35.1052424,-80.9681062
Charlotte,Withrow Downs,35.3557998,-80.7210913
Charlotte,Highland Creek,35.3865167,-80.7589287
Charlotte,Brookstone,35.3277811,-80.7934618
Charlotte,Prescott Village,35.329594,-80.7982722
Charlotte,Mallard Grove,35.329029,-80.7890676
Charlotte,Mallard Ridge,35.3378854,-80.7903772
Charlotte,Harris Pointe,35.3361947,-80.7905697
Charlotte,Carousel Park,35.1040412,-80.9417213
Charlotte,Thrill Zone,35.1056741,-80.9414965
Charlotte,Carolina Boardwalk,35.1034064,-80.9427862
Charlotte,County Fair,35.1026015,-80.9432137
Charlotte,Blue Ridge Junction,35.1013495,-80.9426206
Charlotte,Celebration Plaza,35.103648,-80.9403385
Charlotte,Redwood,35.1053449,-80.9488563
Charlotte,Elm,35.1045738,-80.9483819
Charlotte,Maple,35.1030165,-80.9494837
Charlotte,Riviera,35.0383236,-80.8612175
Charlotte,Providence Pointe,35.0340485,-80.8636096
Charlotte,Hampton Leas,35.1218217,-80.7760496
Charlotte,Bishops Ridge,35.1270732,-80.7738246
Charlotte,Sherwood Forest,35.1713339,-80.7817546
Charlotte,Hampton Park,35.2979159,-80.7506957
Charlotte,Hucks Landing,35.3509832,-80.8046874
Charlotte,Rossmore,35.3284364,-80.7749116
Charlotte,Mallard Trace,35.3304386,-80.7757536
Charlotte,Colvard Park,35.3376742,-80.7762464
Charlotte,Prosperity Point,35.3443143,-80.7742718
Charlotte,Lansdowne,35.1480922,-80.7799661
Charlotte,Sardis Woods,35.1424278,-80.7497764
Charlotte,Cady Lake,35.0578409,-80.7959437
Charlotte,Coventry Woods,35.1941754,-80.7554609
Charlotte,Cresswind,35.229724,-80.6445099
Charlotte,Holly Hill,35.2169429,-80.7058742
Charlotte,Hickory Ridge,35.2190279,-80.7158398
Charlotte,Lake Forest,35.2090884,-80.7178564
Charlotte,Kinghurst Park,35.2085717,-80.7146083
Charlotte,Easthaven,35.1912826,-80.7313544
Charlotte,Grove Park,35.2393289,-80.7277775
Charlotte,Ravenwood,35.2394421,-80.7233239
Charlotte,Anthem,35.1870885,-80.7793259
Charlotte,Amity Garden,35.1949162,-80.7723612
Charlotte,Green Meadows,35.2532319,-80.7620493
Charlotte,Hampshire Hills,35.2524957,-80.7491918
Charlotte,Citiside,35.2460336,-80.7747135
Charlotte,Shannon Park,35.2439673,-80.7618432
Charlotte,Windsor Park,35.2224493,-80.7608649
Charlotte,Darby Acres,35.2190579,-80.765953
Charlotte,Sheffield,35.2031031,-80.7657436
Charlotte,Winterfield,35.207448,-80.7630776
Charlotte,Autumnwood,35.2791708,-80.7499933
Charlotte,Knollwood Acres,35.2878301,-80.7428921
Charlotte,College Downs,35.2973043,-80.7314956
Charlotte,Hunter Acres,35.3090873,-80.8153928
Charlotte,Ridgeview,35.3018332,-80.7827947
Charlotte,Amarillo Park,35.2877535,-80.7780014
Charlotte,Crater Park,35.3084304,-80.8303623
Charlotte,Trexler Acres,35.2934604,-80.8299624
Charlotte,Derita Woods,35.281021,-80.8148135
Charlotte,Tanglewood,35.2838097,-80.8210506
Charlotte,Howie Acres,35.2502199,-80.7858639
Charlotte,Pine Island,35.2996686,-80.969909
Charlotte,Ravenwood,35.1084933,-80.9119927
Charlotte,Oaklawn,35.2535494,-80.848873
Charlotte,McCrorey Heights,35.2491445,-80.851062
Charlotte,Lincoln Heights,35.2634985,-80.8489546
Charlotte,Washington Heights,35.2571861,-80.8608626
Charlotte,University Park,35.2644585,-80.8613876
Charlotte,Oakview Terrace,35.260794,-80.8722334
Charlotte,Greenville,35.2434103,-80.8415974
Charlotte,Uptown,35.2286411,-80.8455003
Charlotte,Gateway,35.2331838,-80.8503542
Charlotte,University City,35.3109226,-80.7524009
Charlotte,Mallard,35.3401109,-80.7712641
Charlotte,Graceshire,35.313943,-80.8123706
Charlotte,Derita,35.2876671,-80.8223532
Charlotte,Mineral Springs,35.2921713,-80.7891649
Charlotte,Nevin,35.2997062,-80.828749
Charlotte,Croft,35.3432248,-80.8184471
Charlotte,Northlake,35.3466191,-80.8571687
Charlotte,Wesley Heights,35.2330292,-80.8670448
Charlotte,Seversville,35.2415866,-80.8663574
Charlotte,Biddleville,35.245631,-80.8649344
Charlotte,Wilmore,35.2184264,-80.8661584
Charlotte,Brookhill,35.2095614,-80.8693944
Charlotte,South End,35.2120141,-80.8583904
Charlotte,Starmount,35.1371545,-80.8706763
Charlotte,Montclaire,35.1532139,-80.8671231
Charlotte,Madison Park,35.1597521,-80.8662477
Charlotte,Midtown,35.2131679,-80.8338205
Charlotte,Cherry,35.2097355,-80.8318137
Charlotte,Dilworth Historic District,35.206531,-80.8499712
Charlotte,Cameron Wood,35.1024671,-80.8532761
Charlotte,Stonehaven,35.158189,-80.7636841
Charlotte,Reavencrest,35.0480133,-80.8030661
Charlotte,Raeburn,35.0457627,-80.8094275
Charlotte,Davis Lake,35.3419801,-80.8145136
Charlotte,Allen Hills,35.2927108,-80.8082497
Charlotte,Greenbriar Woods,35.1809912,-80.8977628
Detroit,Brush Park,42.344954,-83.052835
Detroit,North Corktown,42.3373675,-83.0779373
Detroit,Woodward East Historic District,42.3450971,-83.0522387
Detroit,Art District,42.3616994,-83.0619372
Detroit,Medical Center,42.3540782,-83.0564745
Detroit,Milwaukee Junction,42.3725582,-83.0618228
Detroit,Five Points,42.4356251,-83.2828883
Detroit,The Eye,42.4215899,-83.2823925
Detroit,South of Six,42.4107732,-83.2819098
Detroit,Grandmont-Rosedale,42.4008776,-83.2229487
Oklahoma City,The Grove I,35.6656534,-97.5699582
Oklahoma City,University Place,35.4891016,-97.5328138
Oklahoma City,University,35.4894137,-97.5356477
Oklahoma City,West End,35.504095,-97.5521263
Oklahoma City,Westmont,35.5064859,-97.5465877
Oklahoma City,Military Park,35.5041335,-97.5408322
Oklahoma City,Mesta Park,35.4896282,-97.5254964
Oklahoma City,Classens West Highland Parked,35.4844381,-97.523261
Oklahoma City,Classens Highland Parked,35.4844384,-97.5184692
Oklahoma City,Pleasant View,35.4948949,-97.5270448
Oklahoma City,Edgemere Park,35.5041564,-97.5170887
Oklahoma City,Edgemere Park,35.5050959,-97.5199363
Oklahoma City,Barrows,35.4965776,-97.5063736
Oklahoma City,Donly Heights,35.4972905,-97.5073799
Oklahoma City,Donly Heights,35.4970965,-97.5061071
Oklahoma City,Northeast Highland,35.4979486,-97.509347
Oklahoma City,Barrows,35.4965738,-97.5059553
Oklahoma City,Madison Park,35.4944119,-97.5087446
Oklahoma City,Barrows,35.4965824,-97.5079011
Oklahoma City,Imboden and Middleton,35.4957823,-97.5005029
Oklahoma City,Harrell,35.4959364,-97.4994838
Oklahoma City,Neff Capitol,35.4977492,-97.4977485
Oklahoma City,Altalawn,35.4995477,-97.4972381
Oklahoma City,Hayes Highland,35.4977345,-97.4960497
Oklahoma City,Fitzhugh Place,35.4995801,-97.5018362
Oklahoma City,Roanoke Place,35.4995572,-97.4958783
Oklahoma City,Powell,35.4995555,-97.4948633
Oklahoma City,Team,35.4995704,-97.4999801
Oklahoma City,Downing,35.5014168,-97.5013808
Oklahoma City,Johnstons,35.5014077,-97.4999433
Oklahoma City,McNabb and Hunt,35.5027769,-97.5005369
Oklahoma City,WJ Landes,35.5045668,-97.5016459
Oklahoma City,McNabb and Hunt,35.5054642,-97.50173
Oklahoma City,Downing Schmitt,35.5046042,-97.4999339
Oklahoma City,McNabb and Hunt,35.5038857,-97.4992523
Oklahoma City,McNabb and Hunt,35.5038797,-97.5007527
Oklahoma City,McNabb Park,35.5025291,-97.4966144
Oklahoma City,Hares Lincoln Boulevard,35.5065785,-97.502744
Oklahoma City,Hares Lincoln Boulevard,35.5068125,-97.5007601
Oklahoma City,McNabb Park,35.5047053,-97.4968512
Oklahoma City,Park Terrace,35.5054502,-97.4966151
Oklahoma City,Park Estates,35.5095725,-97.4832172
Oklahoma City,Park Estates,35.5049611,-97.4843238
Oklahoma City,Park Estates,35.5222064,-97.4833149
Oklahoma City,Park Estates,35.5022376,-97.4866997
Oklahoma City,Alvira Heights,35.5045305,-97.490742
Oklahoma City,Park Estates Ranchette,35.5050404,-97.4882896
Oklahoma City,Scales Place,35.5049573,-97.4861568
Oklahoma City,Briarwood,35.5067088,-97.4843037
Oklahoma City,Vairy,35.5062811,-97.4786069
Oklahoma City,Patrick Moore,35.50403,-97.4810938
Oklahoma City,Carlisle Crossing,35.6057194,-97.6799316
Oklahoma City,Bricktown,35.4660436,-97.5061549
Oklahoma City,May-Penn,35.5106596,-97.5563552
Oklahoma City,Williamson Farms,35.3428908,-97.605291
Oklahoma City,Heritage Heights,35.6146784,-97.4626408
Oklahoma City,Villas at Oxford Park,35.6102579,-97.4522344
Oklahoma City,Edmond Gardens,35.6104586,-97.4584347
Oklahoma City,Wellington Park,35.6130888,-97.4571791
Oklahoma City,Oxford Park,35.6145478,-97.4527833
Oklahoma City,Lost Creek,35.6109745,-97.4500908
Oklahoma City,Magnolia Plantation,35.6109835,-97.4481397
Oklahoma City,Oak Hollow,35.6105361,-97.4462049
Oklahoma City,Pecan Ridge,35.6132553,-97.4439707
Oklahoma City,Pecan Hollow,35.6141664,-97.4439615
Oklahoma City,Langcaster Gates,35.6150762,-97.4439613
Oklahoma City,Spring Hill,35.6200657,-97.4494946
Oklahoma City,Spring Creek,35.6138638,-97.4472933
Oklahoma City,Midtown Oklahoma City,35.4772307,-97.5217848
Oklahoma City,The Preserve at Parkside,35.3394176,-97.5960533
Oklahoma City,Wheeler District,35.4497482,-97.5325019
Oklahoma City,Esperanza,35.6268375,-97.571738
Oklahoma City,Asian District,35.5005472,-97.5366499
Oklahoma City,Trails South,35.6474125,-97.5184225
Oklahoma City,Heritage Hills,35.4873509,-97.5184972
Oklahoma City,Jefferson Park,35.4969186,-97.5174871
